RunNumber,BeamType,Nevents,Size,Config,Date,Time,VBB_DUT0,ITHR_DUT0,VCASN_DUT0,THRe_DUT0,VBB_DUT1,ITHR_DUT1,VCASN_DUT1,THRe_DUT1,VBB_DUT2,ITHR_DUT2,VCASN_DUT2,THRe_DUT2,VBB_DUT3,ITHR_DUT3,VCASN_DUT3,THRe_DUT3,VBB_DUT4,ITHR_DUT4,VCASN_DUT4,THRe_DUT4,VBB_DUT5,ITHR_DUT5,VCASN_DUT5,THRe_DUT5
run284235759_210716000749.raw,120 GeV hardons,15,227.9KB,uITS3g1_conf_3V_ithr_50-1.conf,21.07.16,00:07,-3,50,114,61,-3,50,115,58,0,50,57,100.0,-3,50,115,58,-3,50,114,60,-3,50,112,59
run285001000_210716001007.raw,120 GeV hardons,307357,423.5MB,uITS3g1_conf_3V_ithr_60-0.conf,21.07.16,00:10,-3,60,125,50,-3,60,126,50,0,50,57,100.0,-3,60,124,50,-3,60,124,49,-3,60,119,50
run285001822_210716001829.raw,120 GeV hardons,10882,15.2MB,uITS3g1_conf_3V_ithr_70-0.conf,21.07.16,00:18,-3,70,131,51,-3,70,131,54,0,50,57,100.0,-3,70,130,51,-3,70,130,51,-3,70,126,49
run285002150_210716002157.raw,120 GeV hardons,305637,421.2MB,uITS3g1_conf_3V_ithr_50-0.conf,21.07.16,00:21,-3,50,118,50,-3,50,119,49,0,50,57,100.0,-3,50,118,50,-3,50,118,49,-3,50,115,49
run285002151_210716002836.raw,120 GeV hardons,305230,420.7MB,uITS3g1_conf_3V_ithr_50-1.conf,21.07.16,00:28,-3,50,114,61,-3,50,115,58,0,50,57,100.0,-3,50,115,58,-3,50,114,60,-3,50,112,59
run285002152_210716003503.raw,120 GeV hardons,303206,417.8MB,uITS3g1_conf_3V_ithr_50-2.conf,21.07.16,00:35,-3,50,112,69,-3,50,112,69,0,50,57,100.0,-3,50,112,70,-3,50,112,69,-3,50,110,68
run285002153_210716004159.raw,120 GeV hardons,305277,420.5MB,uITS3g1_conf_3V_ithr_50-3.conf,21.07.16,00:41,-3,50,110,79,-3,50,110,79,0,50,57,100.0,-3,50,110,82,-3,50,110,81,-3,50,109,74
run285002154_210716004748.raw,120 GeV hardons,306478,422.2MB,uITS3g1_conf_3V_ithr_50-4.conf,21.07.16,00:47,-3,50,109,86,-3,50,109,85,0,50,57,100.0,-3,50,109,90,-3,50,109,88,-3,50,108,81
run285002155_210716005332.raw,120 GeV hardons,307322,423.3MB,uITS3g1_conf_3V_ithr_50-5.conf,21.07.16,00:53,-3,50,108,94,-3,50,108,93,0,50,57,100.0,-3,50,109,90,-3,50,108,97,-3,50,107,90
run285002156_210716005937.raw,120 GeV hardons,302544,416.7MB,uITS3g1_conf_3V_ithr_50-6.conf,21.07.16,00:59,-3,50,107,105,-3,50,107,103,0,50,57,100.0,-3,50,108,100,-3,50,108,97,-3,50,106,102
run285002157_210716010601.raw,120 GeV hardons,302224,416.2MB,uITS3g1_conf_3V_ithr_50-7.conf,21.07.16,01:06,-3,50,106,118,-3,50,106,116,0,50,57,100.0,-3,50,107,112,-3,50,107,109,-3,50,105,117
run285002158_210716011205.raw,120 GeV hardons,300247,413.5MB,uITS3g1_conf_3V_ithr_50-8.conf,21.07.16,01:12,-3,50,105,135,-3,50,105,132,0,50,57,100.0,-3,50,106,128,-3,50,106,124,-3,50,105,117
run285002159_210716011820.raw,120 GeV hardons,309879,426.7MB,uITS3g1_conf_3V_ithr_50-9.conf,21.07.16,01:18,-3,50,105,135,-3,50,105,132,0,50,57,100.0,-3,50,106,128,-3,50,105,143,-3,50,104,135
run285002160_210716012404.raw,120 GeV hardons,301507,415.1MB,uITS3g1_conf_3V_ithr_50-10.conf,21.07.16,01:24,-3,50,105,135,-3,50,104,153,0,50,57,100.0,-3,50,105,148,-3,50,105,143,-3,50,104,135
run285002161_210716013018.raw,120 GeV hardons,304053,418.6MB,uITS3g1_conf_3V_ithr_50-11.conf,21.07.16,01:30,-3,50,104,157,-3,50,104,153,0,50,57,100.0,-3,50,105,148,-3,50,105,143,-3,50,103,157
run285002162_210716013622.raw,120 GeV hardons,301517,415.1MB,uITS3g1_conf_3V_ithr_50-12.conf,21.07.16,01:36,-3,50,104,157,-3,50,104,153,0,50,57,100.0,-3,50,104,173,-3,50,104,167,-3,50,103,157
run285002163_210716014301.raw,120 GeV hardons,300388,413.6MB,uITS3g1_conf_3V_ithr_50-13.conf,21.07.16,01:43,-3,50,104,157,-3,50,103,178,0,50,57,100.0,-3,50,104,173,-3,50,104,167,-3,50,103,157
run285002164_210716014905.raw,120 GeV hardons,308576,424.8MB,uITS3g1_conf_3V_ithr_50-14.conf,21.07.16,01:49,-3,50,103,184,-3,50,103,178,0,50,57,100.0,-3,50,104,173,-3,50,104,167,-3,50,102,185
run285002165_210716015500.raw,120 GeV hardons,302970,417.1MB,uITS3g1_conf_3V_ithr_50-15.conf,21.07.16,01:55,-3,50,103,184,-3,50,103,178,0,50,57,100.0,-3,50,104,173,-3,50,103,197,-3,50,102,185
run285002166_210716020114.raw,120 GeV hardons,300427,413.5MB,uITS3g1_conf_3V_ithr_50-16.conf,21.07.16,02:01,-3,50,103,184,-3,50,103,178,0,50,57,100.0,-3,50,103,204,-3,50,103,197,-3,50,102,185
run285002167_210716020648.raw,120 GeV hardons,305479,420.5MB,uITS3g1_conf_3V_ithr_50-17.conf,21.07.16,02:06,-3,50,102,216,-3,50,102,208,0,50,57,100.0,-3,50,103,204,-3,50,103,197,-3,50,101,217
run285002168_210716021242.raw,120 GeV hardons,301834,415.4MB,uITS3g1_conf_3V_ithr_50-18.conf,21.07.16,02:12,-3,50,102,216,-3,50,102,208,0,50,57,100.0,-3,50,103,204,-3,50,103,197,-3,50,101,217
run285002169_210716021848.raw,120 GeV hardons,302252,416.0MB,uITS3g1_conf_3V_ithr_50-19.conf,21.07.16,02:18,-3,50,102,216,-3,50,102,208,0,50,57,100.0,-3,50,103,204,-3,50,102,233,-3,50,101,217
run285002170_210716022532.raw,120 GeV hardons,304504,419.1MB,uITS3g1_conf_3V_ithr_50-20.conf,21.07.16,02:25,-3,50,102,216,-3,50,101,245,0,50,57,100.0,-3,50,102,241,-3,50,102,233,-3,50,100,256
run285002171_210716023516.raw,120 GeV hardons,303142,417.1MB,uITS3g1_conf_3V_ithr_50-21.conf,21.07.16,02:35,-3,50,101,255,-3,50,101,245,0,50,57,100.0,-3,50,102,241,-3,50,102,233,-3,50,100,256
run285002172_210716024120.raw,120 GeV hardons,306757,422.2MB,uITS3g1_conf_3V_ithr_50-22.conf,21.07.16,02:41,-3,50,101,255,-3,50,101,245,0,50,57,100.0,-3,50,102,241,-3,50,102,233,-3,50,100,256
run285002173_210716024735.raw,120 GeV hardons,301263,414.5MB,uITS3g1_conf_3V_ithr_50-23.conf,21.07.16,02:47,-3,50,101,255,-3,50,100,289,0,50,57,100.0,-3,50,102,241,-3,50,101,276,-3,50,100,256
run285002174_210716025329.raw,120 GeV hardons,307320,422.8MB,uITS3g1_conf_3V_ithr_50-24.conf,21.07.16,02:53,-3,50,100,302,-3,50,100,289,0,50,57,100.0,-3,50,101,287,-3,50,101,276,-3,50,99,301
run285002175_210716025945.raw,120 GeV hardons,301930,415.4MB,uITS3g1_conf_3V_ithr_50-25.conf,21.07.16,02:59,-3,50,100,302,-3,50,100,289,0,50,57,100.0,-3,50,101,287,-3,50,101,276,-3,50,99,301
run285002176_210716030559.raw,120 GeV hardons,308889,424.9MB,uITS3g1_conf_3V_ithr_50-26.conf,21.07.16,03:05,-3,50,99,356,-3,50,99,340,0,50,57,100.0,-3,50,100,340,-3,50,100,327,-3,50,98,354
run285002177_210716031203.raw,120 GeV hardons,305157,419.6MB,uITS3g1_conf_3V_ithr_50-27.conf,21.07.16,03:12,-3,50,98,419,-3,50,98,399,0,50,57,100.0,-3,50,99,403,-3,50,98,457,-3,50,97,414
run285002178_210716031758.raw,120 GeV hardons,306634,422.6MB,uITS3g1_conf_3V_ithr_60-0.conf,21.07.16,03:17,-3,60,125,50,-3,60,126,50,0,50,57,100.0,-3,60,124,50,-3,60,124,49,-3,60,119,50
run285002179_210716032332.raw,120 GeV hardons,300201,413.8MB,uITS3g1_conf_3V_ithr_60-1.conf,21.07.16,03:23,-3,60,119,59,-3,60,119,61,0,50,57,100.0,-3,60,118,60,-3,60,118,60,-3,60,115,60
run285002180_210716033016.raw,120 GeV hardons,302290,416.5MB,uITS3g1_conf_3V_ithr_60-2.conf,21.07.16,03:30,-3,60,115,69,-3,60,115,70,0,50,57,100.0,-3,60,115,69,-3,60,115,69,-3,60,113,67
run285002181_210716033700.raw,120 GeV hardons,303912,418.7MB,uITS3g1_conf_3V_ithr_60-3.conf,21.07.16,03:37,-3,60,113,77,-3,60,113,78,0,50,57,100.0,-3,60,113,78,-3,60,113,77,-3,60,111,77
run285002182_210716034244.raw,120 GeV hardons,301404,415.2MB,uITS3g1_conf_3V_ithr_60-4.conf,21.07.16,03:42,-3,60,111,88,-3,60,111,88,0,50,57,100.0,-3,60,111,90,-3,60,111,89,-3,60,109,90
run285002183_210716034858.raw,120 GeV hardons,303585,418.2MB,uITS3g1_conf_3V_ithr_60-5.conf,21.07.16,03:48,-3,60,110,95,-3,60,110,95,0,50,57,100.0,-3,60,110,98,-3,60,110,97,-3,60,108,98
run285002184_210716035515.raw,120 GeV hardons,304647,419.7MB,uITS3g1_conf_3V_ithr_60-6.conf,21.07.16,03:55,-3,60,109,102,-3,60,109,102,0,50,57,100.0,-3,60,109,107,-3,60,109,106,-3,60,108,98
run285002185_210716040128.raw,120 GeV hardons,306900,422.7MB,uITS3g1_conf_3V_ithr_60-7.conf,21.07.16,04:01,-3,60,108,112,-3,60,108,111,0,50,57,100.0,-3,60,109,107,-3,60,108,117,-3,60,107,109
run285002186_210716040756.raw,120 GeV hardons,300547,413.9MB,uITS3g1_conf_3V_ithr_60-8.conf,21.07.16,04:07,-3,60,107,125,-3,60,107,123,0,50,57,100.0,-3,60,108,118,-3,60,108,117,-3,60,106,122
run285002187_210716041320.raw,120 GeV hardons,308694,425.1MB,uITS3g1_conf_3V_ithr_60-9.conf,21.07.16,04:13,-3,60,107,125,-3,60,106,138,0,50,57,100.0,-3,60,107,133,-3,60,107,131,-3,60,105,140
run285002188_210716041954.raw,120 GeV hardons,306455,421.9MB,uITS3g1_conf_3V_ithr_60-10.conf,21.07.16,04:19,-3,60,106,141,-3,60,106,138,0,50,57,100.0,-3,60,107,133,-3,60,106,149,-3,60,105,140
run285002189_210716042750.raw,120 GeV hardons,300721,414.0MB,uITS3g1_conf_3V_ithr_60-11.conf,21.07.16,04:27,-3,60,105,161,-3,60,105,157,0,50,57,100.0,-3,60,106,152,-3,60,106,149,-3,60,104,161
run285002190_210716043334.raw,120 GeV hardons,305775,421.0MB,uITS3g1_conf_3V_ithr_60-12.conf,21.07.16,04:33,-3,60,105,161,-3,60,105,157,0,50,57,100.0,-3,60,105,175,-3,60,105,171,-3,60,104,161
run285002191_210716043951.raw,120 GeV hardons,305123,420.1MB,uITS3g1_conf_3V_ithr_60-13.conf,21.07.16,04:39,-3,60,105,161,-3,60,104,181,0,50,57,100.0,-3,60,105,175,-3,60,105,171,-3,60,104,161
run285002192_210716044625.raw,120 GeV hardons,304161,418.7MB,uITS3g1_conf_3V_ithr_60-14.conf,21.07.16,04:46,-3,60,104,186,-3,60,104,181,0,50,57,100.0,-3,60,105,175,-3,60,105,171,-3,60,103,188
run285002193_210716045209.raw,120 GeV hardons,304064,418.6MB,uITS3g1_conf_3V_ithr_60-15.conf,21.07.16,04:52,-3,60,104,186,-3,60,104,181,0,50,57,100.0,-3,60,104,204,-3,60,104,199,-3,60,103,188
run285002194_210716045823.raw,120 GeV hardons,307920,423.8MB,uITS3g1_conf_3V_ithr_60-16.conf,21.07.16,04:58,-3,60,104,186,-3,60,104,181,0,50,57,100.0,-3,60,104,204,-3,60,104,199,-3,60,103,188
run285002195_210716050407.raw,120 GeV hardons,305021,419.8MB,uITS3g1_conf_3V_ithr_60-17.conf,21.07.16,05:04,-3,60,103,218,-3,60,103,211,0,50,57,100.0,-3,60,104,204,-3,60,104,199,-3,60,103,188
run285002196_210716051012.raw,120 GeV hardons,302861,416.9MB,uITS3g1_conf_3V_ithr_60-18.conf,21.07.16,05:10,-3,60,103,218,-3,60,103,211,0,50,57,100.0,-3,60,104,204,-3,60,104,199,-3,60,102,220
run285172355_210716172401.raw,120 GeV hardons,301513,414.0MB,uITS3g1_conf_3V_ithr_60-19.conf,21.07.16,17:24,-3,60,103,218,-3,60,103,211,0,50,57,100.0,-3,60,104,204,-3,60,103,234,-3,60,102,220
run285172356_210716181219.raw,120 GeV hardons,302343,415.5MB,uITS3g1_conf_3V_ithr_60-20.conf,21.07.16,18:12,-3,60,103,218,-3,60,102,247,0,50,57,100.0,-3,60,103,240,-3,60,103,234,-3,60,102,220
run285172357_210716182843.raw,120 GeV hardons,301533,414.4MB,uITS3g1_conf_3V_ithr_60-21.conf,21.07.16,18:28,-3,60,102,256,-3,60,102,247,0,50,57,100.0,-3,60,103,240,-3,60,103,234,-3,60,101,258
run285172358_210716184028.raw,120 GeV hardons,300514,412.9MB,uITS3g1_conf_3V_ithr_60-22.conf,21.07.16,18:40,-3,60,102,256,-3,60,102,247,0,50,57,100.0,-3,60,103,240,-3,60,103,234,-3,60,101,258
run285172359_210716184713.raw,120 GeV hardons,303242,416.6MB,uITS3g1_conf_3V_ithr_60-23.conf,21.07.16,18:47,-3,60,102,256,-3,60,102,247,0,50,57,100.0,-3,60,103,240,-3,60,102,276,-3,60,101,258
run285172360_210716185559.raw,120 GeV hardons,303335,416.6MB,uITS3g1_conf_3V_ithr_60-24.conf,21.07.16,18:55,-3,60,102,256,-3,60,101,291,0,50,57,100.0,-3,60,102,283,-3,60,102,276,-3,60,100,303
run285172361_210716190213.raw,120 GeV hardons,303742,417.2MB,uITS3g1_conf_3V_ithr_60-25.conf,21.07.16,19:02,-3,60,101,303,-3,60,101,291,0,50,57,100.0,-3,60,102,283,-3,60,102,276,-3,60,100,303
run285172362_210716190837.raw,120 GeV hardons,304759,418.3MB,uITS3g1_conf_3V_ithr_60-26.conf,21.07.16,19:08,-3,60,100,357,-3,60,100,342,0,50,57,100.0,-3,60,101,335,-3,60,101,327,-3,60,99,355
run285172363_210716192702.raw,120 GeV hardons,303781,417.0MB,uITS3g1_conf_3V_ithr_60-27.conf,21.07.16,19:27,-3,60,99,422,-3,60,99,402,0,50,57,100.0,-3,60,100,396,-3,60,100,386,-3,60,98,416
run285172364_210716193330.raw,120 GeV hardons,303898,417.9MB,uITS3g1_conf_3V_ithr_50-5.conf,21.07.16,19:33,-3,50,108,94,-3,50,108,93,0,50,57,100.0,-3,50,109,90,-3,50,108,97,-3,50,107,90
run285172365_210716194004.raw,120 GeV hardons,308824,424.6MB,uITS3g1_conf_3V_ithr_50-5.conf,21.07.16,19:40,-3,50,108,94,-3,50,108,93,0,50,57,100.0,-3,50,109,90,-3,50,108,97,-3,50,107,90
run285172366_210716194638.raw,120 GeV hardons,304667,418.9MB,uITS3g1_conf_3V_ithr_50-5.conf,21.07.16,19:46,-3,50,108,94,-3,50,108,93,0,50,57,100.0,-3,50,109,90,-3,50,108,97,-3,50,107,90
run285172367_210716195642.raw,120 GeV hardons,303492,417.3MB,uITS3g1_conf_3V_ithr_50-5.conf,21.07.16,19:56,-3,50,108,94,-3,50,108,93,0,50,57,100.0,-3,50,109,90,-3,50,108,97,-3,50,107,90
run285172368_210716200246.raw,120 GeV hardons,304842,419.2MB,uITS3g1_conf_3V_ithr_50-5.conf,21.07.16,20:02,-3,50,108,94,-3,50,108,93,0,50,57,100.0,-3,50,109,90,-3,50,108,97,-3,50,107,90
run285172369_210716200900.raw,120 GeV hardons,304566,418.8MB,uITS3g1_conf_3V_ithr_50-5.conf,21.07.16,20:09,-3,50,108,94,-3,50,108,93,0,50,57,100.0,-3,50,109,90,-3,50,108,97,-3,50,107,90
run285172370_210716201444.raw,120 GeV hardons,302778,416.4MB,uITS3g1_conf_3V_ithr_50-5.conf,21.07.16,20:14,-3,50,108,94,-3,50,108,93,0,50,57,100.0,-3,50,109,90,-3,50,108,97,-3,50,107,90
run285172371_210716202033.raw,120 GeV hardons,301662,414.8MB,uITS3g1_conf_3V_ithr_50-5.conf,21.07.16,20:20,-3,50,108,94,-3,50,108,93,0,50,57,100.0,-3,50,109,90,-3,50,108,97,-3,50,107,90
run285172372_210716202830.raw,120 GeV hardons,301797,415.0MB,uITS3g1_conf_3V_ithr_50-5.conf,21.07.16,20:28,-3,50,108,94,-3,50,108,93,0,50,57,100.0,-3,50,109,90,-3,50,108,97,-3,50,107,90
run285172373_210716203414.raw,120 GeV hardons,306019,420.8MB,uITS3g1_conf_3V_ithr_50-5.conf,21.07.16,20:34,-3,50,108,94,-3,50,108,93,0,50,57,100.0,-3,50,109,90,-3,50,108,97,-3,50,107,90
run285172374_210716204018.raw,120 GeV hardons,302448,415.8MB,uITS3g1_conf_3V_ithr_50-5.conf,21.07.16,20:40,-3,50,108,94,-3,50,108,93,0,50,57,100.0,-3,50,109,90,-3,50,108,97,-3,50,107,90
run285172375_210716205224.raw,120 GeV hardons,304257,418.3MB,uITS3g1_conf_3V_ithr_50-5.conf,21.07.16,20:52,-3,50,108,94,-3,50,108,93,0,50,57,100.0,-3,50,109,90,-3,50,108,97,-3,50,107,90
run285172376_210716210208.raw,120 GeV hardons,305113,419.6MB,uITS3g1_conf_3V_ithr_50-5.conf,21.07.16,21:02,-3,50,108,94,-3,50,108,93,0,50,57,100.0,-3,50,109,90,-3,50,108,97,-3,50,107,90
run285172377_210716210814.raw,120 GeV hardons,304438,418.6MB,uITS3g1_conf_3V_ithr_50-5.conf,21.07.16,21:08,-3,50,108,94,-3,50,108,93,0,50,57,100.0,-3,50,109,90,-3,50,108,97,-3,50,107,90
run285172378_210716211418.raw,120 GeV hardons,306345,421.1MB,uITS3g1_conf_3V_ithr_50-5.conf,21.07.16,21:14,-3,50,108,94,-3,50,108,93,0,50,57,100.0,-3,50,109,90,-3,50,108,97,-3,50,107,90
run285172379_210716212923.raw,120 GeV hardons,304346,418.7MB,uITS3g1_conf_3V_ithr_70-0.conf,21.07.16,21:29,-3,70,131,51,-3,70,131,54,0,50,57,100.0,-3,70,130,51,-3,70,130,51,-3,70,126,49
run285172380_210716213848.raw,120 GeV hardons,135229,186.2MB,uITS3g1_conf_3V_ithr_70-1.conf,21.07.16,21:38,-3,70,125,59,-3,70,126,60,0,50,57,100.0,-3,70,123,60,-3,70,124,59,-3,70,119,61
run285214435_210716214441.raw,120 GeV hardons,301505,414.2MB,uITS3g1_conf_3V_ithr_70-17.conf,21.07.16,21:44,-3,70,104,216,-3,70,104,211,0,50,57,100.0,-3,70,105,203,-3,70,105,199,-3,70,103,218
run285214436_210716215047.raw,120 GeV hardons,310126,426.1MB,uITS3g1_conf_3V_ithr_70-18.conf,21.07.16,21:50,-3,70,104,216,-3,70,104,211,0,50,57,100.0,-3,70,104,234,-3,70,104,231,-3,70,103,218
run285214437_210716215631.raw,120 GeV hardons,300731,413.1MB,uITS3g1_conf_3V_ithr_70-19.conf,21.07.16,21:56,-3,70,104,216,-3,70,104,211,0,50,57,100.0,-3,70,104,234,-3,70,104,231,-3,70,103,218
run285214438_210716220219.raw,120 GeV hardons,308247,423.4MB,uITS3g1_conf_3V_ithr_70-20.conf,21.07.16,22:02,-3,70,104,216,-3,70,103,245,0,50,57,100.0,-3,70,104,234,-3,70,104,231,-3,70,103,218
run285214439_210716220803.raw,120 GeV hardons,306630,421.4MB,uITS3g1_conf_3V_ithr_70-21.conf,21.07.16,22:08,-3,70,103,252,-3,70,103,245,0,50,57,100.0,-3,70,104,234,-3,70,104,231,-3,70,102,256
run285214440_210716221407.raw,120 GeV hardons,219885,302.6MB,uITS3g1_conf_3V_ithr_70-22.conf,21.07.16,22:14,-3,70,103,252,-3,70,103,245,0,50,57,100.0,-3,70,104,234,-3,70,103,269,-3,70,102,256
run285222301_210716222307.raw,120 GeV hardons,300501,412.8MB,uITS3g1_conf_3V_ithr_70-22.conf,21.07.16,22:23,-3,70,103,252,-3,70,103,245,0,50,57,100.0,-3,70,104,234,-3,70,103,269,-3,70,102,256
run285222302_210716222912.raw,120 GeV hardons,308473,423.8MB,uITS3g1_conf_3V_ithr_70-23.conf,21.07.16,22:29,-3,70,103,252,-3,70,103,245,0,50,57,100.0,-3,70,103,272,-3,70,103,269,-3,70,102,256
run285222303_210716223455.raw,120 GeV hardons,308422,423.7MB,uITS3g1_conf_3V_ithr_70-24.conf,21.07.16,22:34,-3,70,103,252,-3,70,102,286,0,50,57,100.0,-3,70,103,272,-3,70,103,269,-3,70,102,256
run285222304_210716224029.raw,120 GeV hardons,311804,428.3MB,uITS3g1_conf_3V_ithr_70-25.conf,21.07.16,22:40,-3,70,102,296,-3,70,102,286,0,50,57,100.0,-3,70,103,272,-3,70,103,269,-3,70,101,300
run285222305_210716224613.raw,120 GeV hardons,305543,419.6MB,uITS3g1_conf_3V_ithr_70-26.conf,21.07.16,22:46,-3,70,101,348,-3,70,101,335,0,50,57,100.0,-3,70,102,316,-3,70,102,315,-3,70,100,352
run285222306_210716225410.raw,120 GeV hardons,301950,414.6MB,uITS3g1_conf_3V_ithr_70-27.conf,21.07.16,22:54,-3,70,100,409,-3,70,100,393,0,50,57,100.0,-3,70,101,369,-3,70,101,370,-3,70,99,414
